instruction,input,output
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",set up a link form on port 8888 that saves name and href,"use web
listen 8888
crud link name href"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, API server on 9000: note (title, content), product (name, price)","use rest
listen 9000
model note title content
model product name price
GET /notes list note
POST /notes create note
GET /products list product
POST /products create product"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please multi-model API on port 5000: user (username, email, role) + todo (title, done)","use rest
listen 5000
model user username email role
model todo title done
GET /users list user
POST /users create user
GET /todos list todo
POST /todos create todo"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","serve on port 443: ""v1.0"" at /version","use web
listen 443
/version ""v1.0"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","spin up an HTTP server on port 8000 with ""v0.1"" at /version plus /api returning ""json api""","use web
listen 8000
/version ""v0.1""
/api ""json api"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I need an API for users on port 5000 with name, email","use rest
listen 5000
model user name email
GET /users list user
POST /users create user"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I'd like a REST endpoint for todos at port 80 with title, done","use rest
listen 80
model todo title done
GET /todos list todo
POST /todos create todo"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I'm looking for a simple web server that listens on port 9999 and serves /hello that shows ""hello!""","use web
listen 9999
/hello ""hello!"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly set up a lightweight HTTP server bound to port 80 with the following pages: /hello saying ""hello world"", ""up"" at /health","use web
listen 80
/hello ""hello world""
/health ""up"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","give me a JSON API to manage users on port 8080, fields: username, email, role","use rest
listen 8080
model user username email role
GET /users list user
POST /users create user
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I need a website on port 5000 with /version that shows ""v0.1"", /health that shows ""alive"", /status that shows ""healthy"" and ""about us"" at /about","use web
listen 5000
/version ""v0.1""
/health ""alive""
/status ""healthy""
/about ""about us"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I need a website on port 9000 with a /about page with ""about page""","use web
listen 9000
/about ""about page"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I need an API for events on port 80 with name, date, location","use rest
listen 80
model event name date location
GET /events list event
POST /events create event
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",I want a CLI program called ping to check host availability,"use cli
name ""ping""
desc ""check host availability""
arg host ""hostname or IP"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","create a comment database app at port 5000 storing author, body+","use web
listen 5000
crud comment author body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I need a website on port 443 with /hello saying ""hello world"", ""up"" at /health, /version saying ""v1.0"", plus /api returning ""json api""","use web
listen 443
/hello ""hello world""
/health ""up""
/version ""v1.0""
/api ""json api"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web server on port 9999 with /about showing ""a tiny web server"" and a item CRUD with title and desc please","use web
listen 9999
/about ""a tiny web server""
crud item title desc"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please set up a lightweight HTTP server bound to port 443 with the following pages: /health saying ""up""; a /about page with ""a tiny web server""; ""rest endpoint"" at /api","use web
listen 443
/health ""up""
/about ""a tiny web server""
/api ""rest endpoint"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",data entry app for guestbooks (author/text+) on port 9090 please,"use web
listen 9090
crud guestbook author text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","server on port 9000 with /health showing ""up""; /status showing ""healthy"" and bookmark tracking (title and url)","use web
listen 9000
/health ""up""
/status ""healthy""
crud bookmark title url"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please set up an HTTP API on port 9999 that stores and retrieves messages with from, to, body","use rest
listen 9999
model message from to body
GET /messages list message
POST /messages create message
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",quickly can you create a cat command for concatenate files,"use cli
name ""cat""
desc ""concatenate files""
flag blank -b ""skip blank lines""
arg file ""file to read"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please build a item manager on port 4000, fields: title, desc","use web
listen 4000
crud item title desc"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, build a server on port 9000 that has /hello showing ""hello world"" and a todo manager (task and status)","use web
listen 9000
/hello ""hello world""
crud todo task status"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","host pages on port 5000: /hello saying ""hello world"" and / that shows ""server is running"" please","use web
listen 5000
/hello ""hello world""
/ ""server is running"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Server on port 5000 with /about showing ""about page"" plus /api showing ""rest endpoint"" and comment tracking (author and body+)","use web
listen 5000
/about ""about page""
/api ""rest endpoint""
crud comment author body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly backend for products on 9090 with name, price","use rest
listen 9090
model product name price
GET /products list product
POST /products create product"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",I need a terminal tool called wc to count words in files,"use cli
name ""wc""
desc ""count words in files""
flag lines -l ""count lines only""
flag words -w ""count words only""
flag bytes -b ""count bytes""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","create an HTTP server listening on 9000 that serves /hello that shows ""hello!""; /about saying ""el-stupido web server""","use web
listen 9000
/hello ""hello!""
/about ""el-stupido web server"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, data entry app for entrys (title/body+) on port 3000","use web
listen 3000
crud entry title body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",grep tool: search files for patterns,"use cli
name ""grep""
desc ""search files for patterns""
arg pattern ""regex pattern""
arg file ""file to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Create a CRUD app for guestbooks with name and msg+, port 9000","use web
listen 9000
crud guestbook name msg+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","persistent comment app on 9999 with author, body+","use web
listen 9999
crud comment author body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","CRUD API on port 443: task with title, status, priority","use rest
listen 443
model task title status priority
GET /tasks list task
POST /tasks create task"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",please CLI tool: hash - compute file hash,"use cli
name ""hash""
desc ""compute file hash""
flag md5 -m ""use md5""
flag sha256 -s ""use sha256""
arg file ""file to hash"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",console app called find for finding files by name,"use cli
name ""find""
desc ""find files by name""
flag recursive -r ""search recursively""
arg pattern ""file pattern""
arg dir ""directory to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","user app, port 9000, store name, email","use web
listen 9000
crud user name email"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",Cli wc for counting words in files,"use cli
name ""wc""
desc ""count words in files""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","stand up an HTTP listener on 3000 serving a /about page with ""a tiny web server""; /hello returning ""hello world""","use web
listen 3000
/about ""a tiny web server""
/hello ""hello world"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","serve content on 443 with / saying ""server is running""","use web
listen 443
/ ""server is running"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",CRUD for link on port 443: title/url,"use web
listen 443
crud link title url"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",create a unix-style tool called hash to compute file hash,"use cli
name ""hash""
desc ""compute file hash""
flag md5 -m ""use md5""
arg file ""file to hash"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","create a REST service on port 8888 that handles tasks with title, status, priority and events with name, date, location","use rest
listen 8888
model task title status priority
model event name date location
GET /tasks list task
POST /tasks create task
GET /events list event
POST /events create event"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","HTTP server on 8000 with pages /status showing ""all systems go"" and CRUD for links (name and href)","use web
listen 8000
/status ""all systems go""
crud link name href"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web server on port 3000 with / showing ""server is running"" and a user CRUD with name and email","use web
listen 3000
/ ""server is running""
crud user name email"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",data entry app for links (title and url) on port 9000 please,"use web
listen 9000
crud link title url"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",persistent task app on 4000 with title and status,"use web
listen 4000
crud task title status"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","rest api on port 5000 with products (name, price) and bookmarks (title, url)","use rest
listen 5000
model product name price
model bookmark title url
GET /products list product
POST /products create product
GET /bookmarks list bookmark
POST /bookmarks create bookmark
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, make a CLI tool called wc that count words in files","use cli
name ""wc""
desc ""count words in files""
flag bytes -b ""count bytes""
flag words -w ""count words only""
flag lines -l ""count lines only""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",write a command-line application named serve whose purpose is to serve static files,"use cli
name ""serve""
desc ""serve static files""
arg port ""port number""
arg dir ""directory to serve"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","make a web server on port 4000 with ""about page"" at /about, /health saying ""up""","use web
listen 4000
/about ""about page""
/health ""up"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",I want a note web app on port 9090 with name/content+,"use web
listen 9090
crud note name content+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",please create a command-line tool named calc for simple calculator,"use cli
name ""calc""
desc ""simple calculator""
flag verbose -v ""show steps""
arg expr ""math expression"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","data service for messages at port 9999, from, to, body","use rest
listen 9999
model message from to body
GET /messages list message
POST /messages create message"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",please console app called ping for checking host availability,"use cli
name ""ping""
desc ""check host availability""
flag count -c ""ping count""
arg host ""hostname or IP"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",data entry app for entrys (title/body+) on port 9090,"use web
listen 9090
crud entry title body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, JSON API on 8080 for messages (from, to, body) and events (name, date, location)","use rest
listen 8080
model message from to body
model event name date location
GET /messages list message
POST /messages create message
GET /events list event
POST /events create event"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly multi-model API on port 8000: user (name, email) + bookmark (title, url)","use rest
listen 8000
model user name email
model bookmark title url
GET /users list user
POST /users create user
GET /bookmarks list bookmark
POST /bookmarks create bookmark"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",I need a terminal tool called hash to compute file hash,"use cli
name ""hash""
desc ""compute file hash""
flag sha256 -s ""use sha256""
flag md5 -m ""use md5""
arg file ""file to hash"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, I want a task web app on port 8000 with name and priority","use web
listen 8000
crud task name priority"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I need an API on port 8000 with two models: todo (title, done) and event (name, date, location)","use rest
listen 8000
model todo title done
model event name date location
GET /todos list todo
POST /todos create todo
GET /events list event
POST /events create event"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","http 5000: /hello saying ""hi!"", /status saying ""all systems go"", / returning ""it works!"", plus /api saying ""rest endpoint""","use web
listen 5000
/hello ""hi!""
/status ""all systems go""
/ ""it works!""
/api ""rest endpoint"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","build me a message CRUD on port 443 (sender, body+)","use web
listen 443
crud message sender body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I need an API on port 8000 with two models: comment (user, text) and todo (title, done)","use rest
listen 8000
model comment user text
model todo title done
GET /comments list comment
POST /comments create comment
GET /todos list todo
POST /todos create todo
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",web app for managing bookmarks on port 5000 with name and link please,"use web
listen 5000
crud bookmark name link"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly web server on port 5000 with /hello showing ""hello world"" plus /about showing ""a tiny web server"" and a task CRUD with name and priority","use web
listen 5000
/hello ""hello world""
/about ""a tiny web server""
crud task name priority"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",quickly I want a CLI program called calc to simple calculator,"use cli
name ""calc""
desc ""simple calculator""
flag verbose -v ""show steps""
arg expr ""math expression"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly spin up an HTTP server on port 80 with ""hello world"" at /hello, /api that shows ""api v1"", plus / returning ""hello world""","use web
listen 80
/hello ""hello world""
/api ""api v1""
/ ""hello world"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Server on port 80 with /version showing ""v0.1"" and /health showing ""up"" and bookmark tracking (name and link)","use web
listen 80
/version ""v0.1""
/health ""up""
crud bookmark name link"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","create a json api for bookmark on port 5000: title, url","use rest
listen 5000
model bookmark title url
GET /bookmarks list bookmark
POST /bookmarks create bookmark
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Server on port 9999 with /hello showing ""hi!"" and /api showing ""json api"" and link tracking (name and href)","use web
listen 9999
/hello ""hi!""
/api ""json api""
crud link name href"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","build a server on port 3000 that has /health showing ""alive"" plus /status showing ""running"" and a guestbook manager (author and text+)","use web
listen 3000
/health ""alive""
/status ""running""
crud guestbook author text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","guestbook app, port 9999, store author, text+ please","use web
listen 9999
crud guestbook author text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","api 5000 user name, email","use rest
listen 5000
model user name email
GET /users list user
POST /users create user"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","set up a server at port 9090 serving /about that shows ""el-stupido web server""","use web
listen 9090
/about ""el-stupido web server"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","REST API on port 8888 with todos (title, done) and users (name, email)","use rest
listen 8888
model todo title done
model user name email
GET /todos list todo
POST /todos create todo
GET /users list user
POST /users create user"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",quickly I want a todo web app on port 3000 with title and done,"use web
listen 3000
crud todo title done"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly I'm looking for a simple web server that listens on port 3000 and serves ""running"" at /status, / saying ""home page"" and a /health page with ""up""","use web
listen 3000
/status ""running""
/ ""home page""
/health ""up"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",build me a link CRUD on port 9999 (name and href) please,"use web
listen 9999
crud link name href"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","backend for posts on 8888 with title, body, author","use rest
listen 8888
model post title body author
GET /posts list post
POST /posts create post
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","task api on 8000: title, status, priority","use rest
listen 8000
model task title status priority
GET /tasks list task
POST /tasks create task
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Set up a REST service at 8888 for comments: user, text","use rest
listen 8888
model comment user text
GET /comments list comment
POST /comments create comment"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I'd like to manage posts with title and body+ fields, serve on 8000","use web
listen 8000
crud post title body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly stand up an HTTP listener on 9999 serving /status returning ""all systems go"" and /health that shows ""ok""","use web
listen 9999
/status ""all systems go""
/health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",please command-line calc tool for simple calculator,"use cli
name ""calc""
desc ""simple calculator""
flag verbose -v ""show steps""
arg expr ""math expression"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","full CRUD for users on 80, fields are name and email","use web
listen 80
crud user name email"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","API server on 5000: user (username, email, role), product (name, price)","use rest
listen 5000
model user username email role
model product name price
GET /users list user
POST /users create user
GET /products list product
POST /products create product
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","can you make a rest api on port 8080 for users with name, email","use rest
listen 8080
model user name email
GET /users list user
POST /users create user"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",quickly I need a message tracker on port 8888 with sender and body+,"use web
listen 8888
crud message sender body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",Find tool: find files by name,"use cli
name ""find""
desc ""find files by name""
arg pattern ""file pattern""
arg dir ""directory to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","server on port 80 with /hello showing ""hello world"", /about showing ""el-stupido web server"" and guestbook tracking (author and text+) please","use web
listen 80
/hello ""hello world""
/about ""el-stupido web server""
crud guestbook author text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web server on port 80 with /version showing ""1.0.0"", /api showing ""api v1"" and a bookmark CRUD with name and link","use web
listen 80
/version ""1.0.0""
/api ""api v1""
crud bookmark name link"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","start a web server on 443 that has ""hello world"" at /hello plus a /health page with ""alive""","use web
listen 443
/hello ""hello world""
/health ""alive"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","create a restful web service on port 8888 that manages event resources with fields name, date, location","use rest
listen 8888
model event name date location
GET /events list event
POST /events create event"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly build a server on port 9000 that has /hello showing ""hello!"" and a link manager (name and href)","use web
listen 9000
/hello ""hello!""
crud link name href"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly launch a web server at 5000 that responds with /about returning ""about us""","use web
listen 5000
/about ""about us"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",I want a CLI program called calc to simple calculator,"use cli
name ""calc""
desc ""simple calculator""
arg expr ""math expression"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please website on 9000: /api showing ""api v1"", plus manage bookmarks with name and link","use web
listen 9000
/api ""api v1""
crud bookmark name link"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, deploy a web server on port 8080 that handles requests for /api saying ""json api"", /version saying ""0.0.1"", / that shows ""hi there"", /status that shows ""all systems go""","use web
listen 8080
/api ""json api""
/version ""0.0.1""
/ ""hi there""
/status ""all systems go"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, create a JSON API for product on port 8000: name, price","use rest
listen 8000
model product name price
GET /products list product
POST /products create product
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",I'd like a terminal utility called find that can find files by name,"use cli
name ""find""
desc ""find files by name""
flag hidden -h ""include hidden files""
flag recursive -r ""search recursively""
arg pattern ""file pattern""
arg dir ""directory to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",please build a cli program named serve for serving static files,"use cli
name ""serve""
desc ""serve static files""
arg port ""port number""
arg dir ""directory to serve"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Can you make a REST API on port 8080 for messages with from, to, body","use rest
listen 8080
model message from to body
GET /messages list message
POST /messages create message
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","HTTP server on 443 with pages /api showing ""api v1"", /version showing ""0.0.1"" and CRUD for items (title and desc)","use web
listen 443
/api ""api v1""
/version ""0.0.1""
crud item title desc"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",serve tool: serve static files,"use cli
name ""serve""
desc ""serve static files""
arg port ""port number""
arg dir ""directory to serve"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","build a server on port 9999 that has /health showing ""healthy""; / showing ""hi there"" and a message manager (sender and body+)","use web
listen 9999
/health ""healthy""
/ ""hi there""
crud message sender body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly API server on 5000: post (title, body, author), comment (user, text)","use rest
listen 5000
model post title body author
model comment user text
GET /posts list post
POST /posts create post
GET /comments list comment
POST /comments create comment"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please message api on 80: from, to, body","use rest
listen 80
model message from to body
GET /messages list message
POST /messages create message"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","API server on 9999: user (name, email), bookmark (title, url)","use rest
listen 9999
model user name email
model bookmark title url
GET /users list user
POST /users create user
GET /bookmarks list bookmark
POST /bookmarks create bookmark
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",please give me a CLI find that finding files by name,"use cli
name ""find""
desc ""find files by name""
flag hidden -h ""include hidden files""
arg pattern ""file pattern""
arg dir ""directory to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","build a server on port 443 that has /api showing ""api v1"" and a message manager (sender and body+)","use web
listen 443
/api ""api v1""
crud message sender body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I want a web server on port 5000 with /version returning ""v1.0"", / returning ""greetings"", /about saying ""el-stupido web server"" please","use web
listen 5000
/version ""v1.0""
/ ""greetings""
/about ""el-stupido web server"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","expose an endpoint on port 9090 with a /hello page with ""hi!"" plus ""home page"" at /","use web
listen 9090
/hello ""hi!""
/ ""home page"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",make a CLI tool called serve that serve static files,"use cli
name ""serve""
desc ""serve static files""
arg port ""port number""
arg dir ""directory to serve"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, web app for managing entrys on port 9090 with title and body+","use web
listen 9090
crud entry title body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web server on port 8888 with /health showing ""alive"" and a user CRUD with username and role","use web
listen 8888
/health ""alive""
crud user username role"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","host pages on port 9090: /api returning ""api v1""; /health returning ""up""; /about returning ""a tiny web server""; ""0.0.1"" at /version please","use web
listen 9090
/api ""api v1""
/health ""up""
/about ""a tiny web server""
/version ""0.0.1"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","launch a web server at 8080 that responds with /about saying ""about this server"", a /hello page with ""hi!"", ""api v1"" at /api, plus /version returning ""v1.0""","use web
listen 8080
/about ""about this server""
/hello ""hi!""
/api ""api v1""
/version ""v1.0"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please can you make a REST API on port 443 for events with name, date, location","use rest
listen 443
model event name date location
GET /events list event
POST /events create event"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","server on port 5000 with /api showing ""api v1"" and post tracking (author and content+)","use web
listen 5000
/api ""api v1""
crud post author content+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","create a CRUD app for comments with user/text+, port 443","use web
listen 443
crud comment user text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Give me a JSON API to manage products on port 9999, fields: name, price","use rest
listen 9999
model product name price
GET /products list product
POST /products create product"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","can you build a server on port 8888 with /version saying ""v0.1""; ""json api"" at /api; / saying ""main page""; /about returning ""about page""","use web
listen 8888
/version ""v0.1""
/api ""json api""
/ ""main page""
/about ""about page"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web server on port 3000 with / showing ""it works!"" and a bookmark CRUD with title and url","use web
listen 3000
/ ""it works!""
crud bookmark title url"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","REST API on port 9000 with posts (title, body, author) and bookmarks (title, url) please","use rest
listen 9000
model post title body author
model bookmark title url
GET /posts list post
POST /posts create post
GET /bookmarks list bookmark
POST /bookmarks create bookmark
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","api 9000 bookmark title, url","use rest
listen 9000
model bookmark title url
GET /bookmarks list bookmark
POST /bookmarks create bookmark"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",web app for managing todos on port 9000 with title and done,"use web
listen 9000
crud todo title done"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please HTTP server on 443 with pages / showing ""hello world"" plus /status showing ""all systems go"" and CRUD for todos (title and done)","use web
listen 443
/ ""hello world""
/status ""all systems go""
crud todo title done"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",I'd like a CLI program called calc to simple calculator,"use cli
name ""calc""
desc ""simple calculator""
arg expr ""math expression"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",Please build a CLI program named sort for sorting lines of text,"use cli
name ""sort""
desc ""sort lines of text""
flag reverse -r ""reverse sort""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",make me a sort utility that sorting lines of text,"use cli
name ""sort""
desc ""sort lines of text""
flag reverse -r ""reverse sort""
flag unique -u ""unique lines only""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly backend for products on 8080 with name, price","use rest
listen 8080
model product name price
GET /products list product
POST /products create product"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","CRUD API on port 4000: message with from, to, body please","use rest
listen 4000
model message from to body
GET /messages list message
POST /messages create message"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","server on port 9000 with /health showing ""healthy"" and /status showing ""all systems go"" and post tracking (title and body+)","use web
listen 9000
/health ""healthy""
/status ""all systems go""
crud post title body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","backend for products on 9999 with name, price","use rest
listen 9999
model product name price
GET /products list product
POST /products create product"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web server on port 443 with /hello showing ""hello world"", /about showing ""about page"" and a guestbook CRUD with name and msg+","use web
listen 443
/hello ""hello world""
/about ""about page""
crud guestbook name msg+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","build an API on port 8000 for users (username, email, role)","use rest
listen 8000
model user username email role
GET /users list user
POST /users create user
GET /health ""ok"""
